,venue,Team,Opposition,Over Number,Ball Number,current_run,run_rate,wickets_left,runs_till_5_over,score
20609,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,5,5,47.0,8.057142857142857,10.0,45.0,174.0
20610,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,5,6,47.0,7.833333333333334,10.0,45.0,174.0
20611,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,6,1,51.0,8.27027027027027,10.0,45.0,174.0
20612,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,6,2,55.0,8.68421052631579,10.0,45.0,174.0
20613,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,6,3,59.0,9.076923076923077,10.0,45.0,174.0
20614,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,6,4,61.0,9.149999999999999,10.0,45.0,174.0
20615,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,6,5,62.0,9.073170731707318,10.0,45.0,174.0
20616,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,6,6,63.0,9.0,10.0,45.0,174.0
20617,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,7,1,63.0,8.790697674418604,10.0,45.0,174.0
20618,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,7,2,65.0,8.863636363636363,10.0,45.0,174.0
20619,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,7,3,65.0,8.666666666666666,10.0,45.0,174.0
20620,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,7,4,65.0,8.478260869565219,10.0,45.0,174.0
20621,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,7,5,67.0,8.553191489361701,10.0,45.0,174.0
20622,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,7,6,67.0,8.375,10.0,45.0,174.0
20623,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,8,1,68.0,8.326530612244898,10.0,45.0,174.0
20624,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,8,2,69.0,8.28,10.0,45.0,174.0
20625,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,8,3,70.0,8.235294117647058,10.0,45.0,174.0
20626,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,8,4,71.0,8.192307692307693,10.0,45.0,174.0
20627,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,8,5,72.0,8.150943396226415,10.0,45.0,174.0
20628,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,8,6,72.0,8.0,9.0,45.0,174.0
20629,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,9,1,73.0,7.963636363636365,9.0,45.0,174.0
20630,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,9,2,73.0,7.821428571428571,9.0,45.0,174.0
20631,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,9,3,74.0,7.7894736842105265,9.0,45.0,174.0
20632,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,9,4,74.0,7.655172413793104,9.0,45.0,174.0
20633,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,9,5,74.0,7.525423728813559,9.0,45.0,174.0
20634,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,9,6,75.0,7.5,9.0,45.0,174.0
20635,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,10,1,75.0,7.3770491803278695,9.0,45.0,174.0
20636,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,10,2,75.0,7.258064516129032,8.0,45.0,174.0
20637,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,10,3,76.0,7.238095238095237,8.0,45.0,174.0
20638,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,10,4,77.0,7.21875,8.0,45.0,174.0
20639,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,10,5,78.0,7.199999999999999,8.0,45.0,174.0
20640,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,10,6,79.0,7.181818181818182,8.0,45.0,174.0
20641,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,11,1,80.0,7.164179104477611,8.0,45.0,174.0
20642,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,11,2,81.0,7.147058823529411,8.0,45.0,174.0
20643,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,11,3,87.0,7.565217391304348,8.0,45.0,174.0
20644,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,11,4,87.0,7.457142857142857,8.0,45.0,174.0
20645,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,11,5,88.0,7.436619718309858,8.0,45.0,174.0
20646,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,11,6,89.0,7.416666666666667,8.0,45.0,174.0
20647,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,12,1,90.0,7.397260273972603,8.0,45.0,174.0
20648,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,12,2,90.0,7.297297297297297,7.0,45.0,174.0
20649,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,12,3,90.0,7.199999999999999,7.0,45.0,174.0
20650,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,12,4,90.0,7.105263157894736,7.0,45.0,174.0
20651,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,12,5,92.0,7.1688311688311686,7.0,45.0,174.0
20652,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,12,6,93.0,7.153846153846153,7.0,45.0,174.0
20653,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,13,1,94.0,7.139240506329113,7.0,45.0,174.0
20654,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,13,2,95.0,7.125,7.0,45.0,174.0
20655,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,13,3,96.0,7.111111111111111,7.0,45.0,174.0
20656,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,13,4,100.0,7.317073170731707,7.0,45.0,174.0
20657,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,13,5,101.0,7.301204819277109,7.0,45.0,174.0
20658,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,13,6,102.0,7.285714285714285,7.0,45.0,174.0
20659,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,14,1,106.0,7.482352941176471,7.0,45.0,174.0
20660,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,14,2,106.0,7.395348837209302,7.0,45.0,174.0
20661,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,14,3,107.0,7.379310344827585,7.0,45.0,174.0
20662,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,14,4,108.0,7.363636363636363,7.0,45.0,174.0
20663,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,14,5,108.0,7.280898876404494,7.0,45.0,174.0
20664,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,14,6,109.0,7.266666666666666,7.0,45.0,174.0
20665,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,15,1,111.0,7.318681318681319,7.0,45.0,174.0
20666,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,15,2,112.0,7.304347826086957,7.0,45.0,174.0
20667,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,15,3,113.0,7.290322580645162,7.0,45.0,174.0
20668,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,15,4,114.0,7.276595744680852,7.0,45.0,174.0
20669,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,15,5,115.0,7.2631578947368425,7.0,45.0,174.0
20670,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,15,6,119.0,7.4375,7.0,45.0,174.0
20671,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,16,1,120.0,7.422680412371134,7.0,45.0,174.0
20672,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,16,2,121.0,7.408163265306122,7.0,45.0,174.0
20673,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,16,3,122.0,7.393939393939394,7.0,45.0,174.0
20674,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,16,4,128.0,7.68,7.0,45.0,174.0
20675,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,16,5,134.0,7.96039603960396,7.0,45.0,174.0
20676,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,16,6,134.0,7.882352941176471,6.0,45.0,174.0
20677,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,17,1,138.0,8.03883495145631,6.0,45.0,174.0
20678,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,17,2,142.0,8.192307692307693,6.0,45.0,174.0
20679,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,17,3,143.0,8.17142857142857,6.0,45.0,174.0
20680,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,17,4,144.0,8.150943396226415,6.0,45.0,174.0
20681,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,17,5,150.0,8.411214953271028,6.0,45.0,174.0
20682,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,17,6,151.0,8.38888888888889,6.0,45.0,174.0
20683,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,18,1,157.0,8.642201834862385,6.0,45.0,174.0
20684,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,18,2,157.0,8.563636363636363,6.0,45.0,174.0
20685,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,18,3,158.0,8.54054054054054,6.0,45.0,174.0
20686,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,18,4,159.0,8.517857142857142,6.0,45.0,174.0
20687,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,18,5,160.0,8.495575221238937,6.0,45.0,174.0
20688,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,18,6,162.0,8.526315789473685,6.0,45.0,174.0
20689,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,19,1,163.0,8.504347826086956,6.0,45.0,174.0
20690,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,19,2,164.0,8.482758620689655,6.0,45.0,174.0
20691,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,19,3,170.0,8.717948717948717,6.0,45.0,174.0
20692,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,19,4,170.0,8.64406779661017,6.0,45.0,174.0
20693,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,19,5,170.0,8.571428571428571,6.0,45.0,174.0
20694,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi,19,6,174.0,8.7,6.0,45.0,174.0
20695,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,5,1,34.0,6.580645161290322,9.0,34.0,148.0
20696,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,5,2,34.0,6.375,9.0,34.0,148.0
20697,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,5,3,34.0,6.181818181818182,9.0,34.0,148.0
20698,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,5,4,34.0,6.0,9.0,34.0,148.0
20699,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,5,5,35.0,6.0,9.0,34.0,148.0
20700,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,5,6,36.0,6.0,9.0,34.0,148.0
20701,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,6,1,38.0,6.162162162162161,9.0,34.0,148.0
20702,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,6,2,38.0,6.0,9.0,34.0,148.0
20703,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,6,3,39.0,6.0,9.0,34.0,148.0
20704,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,6,4,45.0,6.75,9.0,34.0,148.0
20705,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,6,5,46.0,6.731707317073171,9.0,34.0,148.0
20706,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,6,6,46.0,6.571428571428572,9.0,34.0,148.0
20707,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,7,1,47.0,6.55813953488372,9.0,34.0,148.0
20708,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,7,2,48.0,6.545454545454545,9.0,34.0,148.0
20709,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,7,3,50.0,6.666666666666667,9.0,34.0,148.0
20710,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,7,4,50.0,6.521739130434782,9.0,34.0,148.0
20711,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,7,5,50.0,6.382978723404255,8.0,34.0,148.0
20712,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,7,6,51.0,6.375,8.0,34.0,148.0
20713,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,8,1,52.0,6.36734693877551,8.0,34.0,148.0
20714,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,8,2,53.0,6.36,8.0,34.0,148.0
20715,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,8,3,57.0,6.705882352941177,8.0,34.0,148.0
20716,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,8,4,57.0,6.5769230769230775,8.0,34.0,148.0
20717,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,8,5,58.0,6.566037735849056,8.0,34.0,148.0
20718,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,8,6,60.0,6.666666666666667,8.0,34.0,148.0
20719,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,9,1,61.0,6.654545454545454,8.0,34.0,148.0
20720,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,9,2,62.0,6.642857142857143,8.0,34.0,148.0
20721,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,9,3,62.0,6.526315789473685,8.0,34.0,148.0
20722,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,9,4,66.0,6.827586206896552,8.0,34.0,148.0
20723,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,9,5,67.0,6.813559322033899,8.0,34.0,148.0
20724,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,9,6,67.0,6.7,8.0,34.0,148.0
20725,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,10,1,68.0,6.688524590163934,8.0,34.0,148.0
20726,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,10,2,70.0,6.774193548387098,8.0,34.0,148.0
20727,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,10,3,71.0,6.761904761904762,8.0,34.0,148.0
20728,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,10,4,71.0,6.65625,8.0,34.0,148.0
20729,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,10,5,72.0,6.6461538461538465,8.0,34.0,148.0
20730,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,10,6,73.0,6.636363636363636,8.0,34.0,148.0
20732,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,11,1,75.0,6.716417910447761,8.0,34.0,148.0
20733,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,11,2,81.0,7.147058823529411,8.0,34.0,148.0
20734,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,11,3,82.0,7.130434782608695,8.0,34.0,148.0
20735,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,11,4,86.0,7.371428571428572,8.0,34.0,148.0
20736,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,11,5,87.0,7.352112676056338,8.0,34.0,148.0
20737,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,11,6,88.0,7.333333333333334,8.0,34.0,148.0
20738,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,12,1,89.0,7.315068493150685,8.0,34.0,148.0
20739,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,12,2,89.0,7.216216216216216,8.0,34.0,148.0
20740,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,12,3,90.0,7.199999999999999,8.0,34.0,148.0
20741,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,12,4,94.0,7.421052631578948,8.0,34.0,148.0
20742,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,12,5,94.0,7.324675324675324,8.0,34.0,148.0
20743,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,12,6,95.0,7.307692307692307,8.0,34.0,148.0
20744,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,13,1,96.0,7.291139240506329,8.0,34.0,148.0
20745,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,13,2,100.0,7.5,8.0,34.0,148.0
20746,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,13,3,101.0,7.481481481481481,8.0,34.0,148.0
20747,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,13,4,103.0,7.536585365853659,8.0,34.0,148.0
20748,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,13,5,107.0,7.734939759036145,8.0,34.0,148.0
20749,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,13,6,108.0,7.714285714285715,8.0,34.0,148.0
20750,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,14,1,112.0,7.905882352941177,8.0,34.0,148.0
20751,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,14,2,112.0,7.813953488372094,7.0,34.0,148.0
20752,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,14,3,114.0,7.862068965517241,7.0,34.0,148.0
20753,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,14,4,115.0,7.840909090909092,7.0,34.0,148.0
20754,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,14,5,116.0,7.820224719101124,7.0,34.0,148.0
20755,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,14,6,117.0,7.800000000000001,7.0,34.0,148.0
20756,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,15,1,118.0,7.780219780219781,7.0,34.0,148.0
20757,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,15,2,119.0,7.760869565217391,7.0,34.0,148.0
20758,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,15,3,119.0,7.67741935483871,7.0,34.0,148.0
20759,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,15,4,120.0,7.659574468085107,7.0,34.0,148.0
20760,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,15,5,121.0,7.6421052631578945,7.0,34.0,148.0
20761,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,15,6,122.0,7.625,7.0,34.0,148.0
20762,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,16,1,123.0,7.608247422680412,7.0,34.0,148.0
20763,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,16,2,124.0,7.591836734693878,7.0,34.0,148.0
20764,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,16,3,124.0,7.515151515151516,7.0,34.0,148.0
20765,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,16,4,125.0,7.5,7.0,34.0,148.0
20766,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,16,5,125.0,7.425742574257425,7.0,34.0,148.0
20767,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,16,6,126.0,7.411764705882353,7.0,34.0,148.0
20768,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,17,1,126.0,7.339805825242718,7.0,34.0,148.0
20769,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,17,2,127.0,7.3269230769230775,7.0,34.0,148.0
20770,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,17,3,128.0,7.314285714285715,7.0,34.0,148.0
20771,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,17,4,128.0,7.245283018867925,6.0,34.0,148.0
20772,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,17,5,128.0,7.177570093457943,6.0,34.0,148.0
20773,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,17,6,129.0,7.166666666666666,6.0,34.0,148.0
20774,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,18,1,130.0,7.155963302752293,6.0,34.0,148.0
20775,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,18,2,131.0,7.1454545454545455,6.0,34.0,148.0
20776,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,18,3,131.0,7.081081081081081,5.0,34.0,148.0
20777,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,18,4,132.0,7.071428571428571,5.0,34.0,148.0
20778,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,18,5,133.0,7.061946902654867,5.0,34.0,148.0
20779,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,18,6,134.0,7.052631578947369,5.0,34.0,148.0
20781,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,19,1,139.0,7.252173913043478,5.0,34.0,148.0
20782,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,19,2,139.0,7.189655172413794,5.0,34.0,148.0
20783,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,19,3,140.0,7.179487179487179,5.0,34.0,148.0
20784,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,19,4,141.0,7.169491525423728,5.0,34.0,148.0
20785,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,19,5,145.0,7.310924369747898,5.0,34.0,148.0
20786,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,19,6,148.0,7.4,5.0,34.0,148.0
20787,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,5,1,53.0,10.258064516129032,8.0,53.0,176.0
20788,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,5,2,54.0,10.125,8.0,53.0,176.0
20789,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,5,3,54.0,9.818181818181818,8.0,53.0,176.0
20790,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,5,4,55.0,9.705882352941178,8.0,53.0,176.0
20791,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,5,5,59.0,10.114285714285714,8.0,53.0,176.0
20792,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,5,6,60.0,10.0,8.0,53.0,176.0
20793,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,6,1,61.0,9.891891891891891,8.0,53.0,176.0
20794,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,6,2,63.0,9.947368421052632,8.0,53.0,176.0
20795,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,6,3,65.0,10.0,8.0,53.0,176.0
20796,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,6,4,67.0,10.05,8.0,53.0,176.0
20797,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,6,5,71.0,10.390243902439025,8.0,53.0,176.0
20798,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,6,6,75.0,10.714285714285715,8.0,53.0,176.0
20799,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,7,1,79.0,11.023255813953488,8.0,53.0,176.0
20800,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,7,2,80.0,10.909090909090908,8.0,53.0,176.0
20801,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,7,3,81.0,10.8,8.0,53.0,176.0
20802,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,7,4,81.0,10.565217391304348,8.0,53.0,176.0
20803,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,7,5,82.0,10.46808510638298,8.0,53.0,176.0
20804,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,7,6,86.0,10.75,8.0,53.0,176.0
20805,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,8,1,87.0,10.653061224489797,8.0,53.0,176.0
20806,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,8,2,87.0,10.44,8.0,53.0,176.0
20807,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,8,3,88.0,10.352941176470589,8.0,53.0,176.0
20808,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,8,4,89.0,10.269230769230768,8.0,53.0,176.0
20809,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,8,5,90.0,10.18867924528302,8.0,53.0,176.0
20810,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,8,6,94.0,10.444444444444445,8.0,53.0,176.0
20812,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,9,1,95.0,10.363636363636363,8.0,53.0,176.0
20813,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,9,2,99.0,10.607142857142858,8.0,53.0,176.0
20814,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,9,3,101.0,10.631578947368421,8.0,53.0,176.0
20815,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,9,4,105.0,10.862068965517242,8.0,53.0,176.0
20816,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,9,5,107.0,10.881355932203391,8.0,53.0,176.0
20817,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,9,6,107.0,10.700000000000001,8.0,53.0,176.0
20818,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,10,1,108.0,10.62295081967213,8.0,53.0,176.0
20819,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,10,2,108.0,10.451612903225806,8.0,53.0,176.0
20820,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,10,3,108.0,10.285714285714285,7.0,53.0,176.0
20821,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,10,4,108.0,10.125,7.0,53.0,176.0
20822,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,10,5,109.0,10.061538461538461,6.0,53.0,176.0
20823,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,10,6,109.0,9.90909090909091,6.0,53.0,176.0
20824,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,11,1,109.0,9.761194029850746,6.0,53.0,176.0
20825,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,11,2,109.0,9.617647058823529,6.0,53.0,176.0
20826,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,11,3,110.0,9.565217391304348,6.0,53.0,176.0
